#Time px py pz qx qy qz qw
1560000122.92077136 1.556904774450471 0.3660466610484305 -1.0761633455356738 -0.003553584938275413 0.004833928078862678 -0.7843143633786042 0.6203345747025789
1560000122.92493749 1.5569133834573354 0.365582557391267 -1.0761491919627875 -0.003566630205421888 0.004772605356361424 -0.7840444974257961 0.6206760245437396
1560000122.93327045 1.5573441549874019 0.36633929984716906 -1.0759326499466353 -0.002824765185005367 0.005203391685819239 -0.7836262747716618 0.6212043197725702
1560000122.93743753 1.5571236158547885 0.36572309888400456 -1.0760158242767335 -0.002978342043814245 0.005167149902661243 -0.7834054593803286 0.6214823539358538
1560000122.94160438 1.55726771070597 0.3660426853426617 -1.0758577967949403 -0.002661815233408541 0.005389256257261586 -0.7831188221628765 0.6218430517669918
1560000122.94577146 1.5564935563517857 0.36364705431749256 -1.0762128519424121 -0.0036692530889712006 0.004792755145430438 -0.7827574665268859 0.6222976094091124
1560000122.94993758 1.5566164743860174 0.3636071636799898 -1.0761262041178465 -0.003502796919957663 0.0048790084499362825 -0.7825130020704328 0.6226052740549197
1560000122.95410442 1.5563873248098195 0.3626676830964801 -1.0762474830041415 -0.0037863842257125292 0.004703254144353996 -0.782256930528267 0.622926670913554
1560000122.95827150 1.5564284169054083 0.3623659925372601 -1.0762208312628283 -0.003734430278455395 0.0046868084310366185 -0.7819568764946652 0.6233037230435361
1560000122.96243739 1.5564312240098896 0.362284626376906 -1.0761706698996691 -0.003630469195764731 0.004778304689951703 -0.7816751091082078 0.6236569660465439
1560000122.96660447 1.5565306665516232 0.36230644702364834 -1.0761047159347537 -0.0034412392872018717 0.004870699242801865 -0.7813599293557061 0.624052157241925
1560000122.97077036 1.556543314826537 0.36221474901132555 -1.0760735756069721 -0.0033361754359807812 0.0049555595013835545 -0.7810757561440831 0.6244076997662964
1560000122.97493744 1.5570766766567736 0.3631022868819012 -1.0758751789170997 -0.002668665751555472 0.005269004488933522 -0.7808940856096591 0.6246355280278703
1560000122.97910452 1.556146384742728 0.3604211092975186 -1.0762932052265555 -0.003864388660662414 0.004609987379855574 -0.78056771820441 0.6250422800209581
1560000122.98327136 1.5561606102533867 0.3600136989905923 -1.0762776748813523 -0.0038799113790747666 0.004565311889477899 -0.7802919908795186 0.6253866909235594
1560000122.99993753 1.5569525793081964 0.3609319550605381 -1.0758531673312897 -0.0026993867862584535 0.0051331088001210536 -0.7791197235350765 0.6268483236825718
1560000123.00410438 1.5560898381566592 0.35842069381410235 -1.076233497338928 -0.003813645195321598 0.004504926686194597 -0.7787206626886368 0.6273430411247471
1560000123.00827146 1.5558859886379202 0.3578123070706394 -1.0762977754590497 -0.003984390152999716 0.004442116157131793 -0.7784116234372535 0.6277258452038875
1560000123.01243758 1.5557222065565086 0.35754929674112523 -1.07629170053568 -0.0040117695279384856 0.004528086049389609 -0.7781392852512162 0.6280626201985838
1560000123.01660442 1.5564006034051445 0.35925376643790796 -1.0759731202506513 -0.00299575851103844 0.005116488517452003 -0.7779598524491669 0.6282860136541836
1560000123.02077150 1.55630800338582 0.3587727112078546 -1.075984964014995 -0.003065244219666587 0.005063612913719255 -0.7776258712425789 0.6286994261778467
1560000123.02493739 1.555759144549831 0.3569476583507426 -1.0761908525024901 -0.0038056096661746603 0.00462135171081463 -0.7772071181930731 0.6292163823943652
1560000123.02910447 1.5557201319986174 0.3566387338250287 -1.0761907075797192 -0.003805424559900442 0.004634922290602936 -0.7769011280609439 0.6295940544961585
1560000123.03327036 1.5556032440337328 0.3556822172149047 -1.076298887282348 -0.004058700405622099 0.004405021028179665 -0.7766052754432244 0.6299590215994308
1560000123.03743744 1.5556724020660235 0.3554368957913865 -1.0762850213283879 -0.003990839837958774 0.0043999827690409995 -0.7763121532109615 0.6303206756294613
1560000123.04160452 1.5557939888353565 0.35579232430708563 -1.076139771433883 -0.003676475814110111 0.00463548189466913 -0.7759754110026207 0.6307354099402589
1560000123.04577136 1.555839598299794 0.35537801282305975 -1.0761167082169976 -0.003662357893846133 0.00457143377188684 -0.7756102041949773 0.6311849968721945
1560000123.04993749 1.5558310493146312 0.35475953223560874 -1.0761666983912488 -0.0037388745594170943 0.00444861924446754 -0.7752826031022481 0.631587773734458
1560000123.05410457 1.555669978614681 0.3537171758213289 -1.0763022277044598 -0.004030019744810204 0.004194572089136351 -0.775000597993549 0.6319337288161525
1560000123.05827045 1.5563188276717077 0.35547789703465404 -1.0759416428827087 -0.002997018645273616 0.004829579946629061 -0.7747960161902685 0.6321857530287028
1560000123.06243753 1.555566959069182 0.3533322000417971 -1.0762353799667925 -0.003926052091037412 0.004342499568120926 -0.7743946405187239 0.6326758012982285
1560000123.06660438 1.5556704156339345 0.3532731819133383 -1.0761780936037941 -0.0037525699208610245 0.004409603807479546 -0.7740435033570094 0.6331059378366761
1560000123.07077146 1.555610774616974 0.35326832804654384 -1.0761368024251308 -0.0036287345446517605 0.004569250214032833 -0.7737382842549185 0.6334785092774187
1560000123.07493758 1.5559535445324357 0.35447928341158785 -1.0758889945365977 -0.002908612325347519 0.005094140166435392 -0.7735731788271905 0.6336798298111604
1560000123.07910442 1.5556099982839031 0.35315061704070305 -1.0760879022392347 -0.0033646396012598197 0.004789441465290028 -0.7732850227599715 0.6340315560174548
1560000123.08327150 1.5554641718912172 0.35222409195282667 -1.076193282955177 -0.0035931135916102037 0.004584626890335974 -0.7729539542111693 0.6344353831560087
1560000123.08743739 1.555457229337083 0.35171488706717147 -1.0761902282879738 -0.0036212995197303973 0.0045182769460304075 -0.7726564492750263 0.6347979857851913
1560000123.09160447 1.5550881103409473 0.3507817341600021 -1.0762542488104816 -0.003943495594896474 0.004425647853369811 -0.7722569324695818 0.6352826872631134
1560000123.09577036 1.555132069380439 0.3502644192570762 -1.076284912952834 -0.0039514678124967645 0.004339072949318711 -0.7719776260680475 0.635622610672724
1560000123.09993744 1.5549524379925035 0.34938045631776615 -1.0763780874816917 -0.004180430853135702 0.0041895685119608134 -0.7716831552493754 0.6359796218574412
1560000123.10410452 1.5549862013621387 0.3491881626807908 -1.0763374097227771 -0.004077612604589126 0.004254453259434931 -0.7713829596017587 0.6363439340002712
1560000123.10827136 1.5549361520754024 0.3485135104561845 -1.0763952871768905 -0.004180223384315337 0.004149394570147753 -0.7711131556297047 0.6366708800251172
1560000123.11243749 1.5549264380862842 0.34837592725993827 -1.0763343138843884 -0.004078576447612656 0.004240977780245991 -0.7708036584476078 0.6370456023279748
1560000123.11660457 1.5550674041710786 0.34839712957974756 -1.07622868391705 -0.0038659841908018373 0.004336836958883996 -0.770467312539658 0.6374530306770418
1560000123.12077045 1.554950086976063 0.3483106094052043 -1.0761535964127056 -0.003795344141448398 0.00448165049634216 -0.770124831080213 0.6378661730530548
